OrderID,CustomerID,ManagerID,Quantity,Price,Freight,OrderDate,ShippedDate
67,DS77,man69,66,80.17,26.1,2021-10-23,2022-01-19
68,GU19,man02,13,30.69,21.39,2021-11-22,2022-01-15
69,NZ07,man33,47,36.48,27.66,2021-10-23,2022-01-13
70,CN16,man97,50,99.22,26.14,2021-11-06,2022-01-14
71,SE10,man51,24,21.45,10.51,2021-12-05,2021-12-27
72,UH49,man38,66,41.51,21.56,2021-12-02,2021-12-27
73,PR72,man82,53,38.21,16.95,2021-11-09,2022-01-18
74,BB45,man05,60,88.95,24.19,2021-11-26,2022-01-07
75,DU44,man27,7,24.46,15.83,2021-12-01,2022-01-12
76,SD42,man23,71,93.52,19.87,2021-12-05,2022-01-09
77,QW35,man61,52,91.42,16.08,2021-12-20,2022-01-17
78,WP76,man52,16,35.3,11.26,2021-12-07,2021-12-30
79,JG09,man70,15,90.43,14.61,2021-12-02,2022-01-03
80,FA68,man11,51,36.3,22.93,2021-11-12,2021-12-22
81,TB43,man85,50,37.92,25.15,2021-10-23,2022-01-06
82,OO46,man06,52,61.01,23.01,2021-12-15,2022-01-19
83,ST81,man38,22,98.13,25.7,2021-11-27,2021-12-30
84,SE09,man89,48,64.03,18.76,2021-11-08,2022-01-14
85,JM31,man45,91,43.54,23.59,2021-11-07,2022-01-15
86,PG65,man02,36,43.26,28.1,2021-12-17,2022-01-12
87,XF07,man71,8,54.02,14.27,2021-11-30,2022-01-20
88,HW02,man37,67,52.04,19.33,2021-11-26,2022-01-07
89,NV19,man90,38,40.46,26.66,2021-11-22,2022-01-14
90,YH36,man78,63,58.56,28.85,2021-12-14,2022-01-15
91,MS60,man67,93,84.91,23.57,2021-10-30,2022-01-17
92,MW09,man00,73,75.95,22.04,2021-11-17,2022-01-20
93,XW13,man19,86,55.63,29.12,2021-12-13,2022-01-18
94,IJ58,man58,68,84.97,25.92,2021-11-25,2021-12-23
95,UQ60,man22,100,37.46,26.77,2021-11-06,2021-12-28
96,CI96,man14,65,40.23,10.18,2021-12-15,2022-01-05
97,UI03,man19,33,69.63,17.92,2021-11-12,2022-01-07
98,BT80,man56,79,57.59,14.32,2021-12-13,2021-12-23
99,DR96,man88,84,60.73,18.09,2021-11-19,2022-01-13
100,TH76,man54,86,56.45,21.86,2021-11-12,2022-01-08
101,TE74,man63,6,25.38,29.55,2021-12-15,2021-12-25
102,YQ32,man83,46,26.06,10.25,2021-11-14,2021-12-22
103,BV91,man81,73,89.79,25.35,2021-11-24,2022-01-06
104,HU99,man56,64,24.16,16.45,2021-11-11,2022-01-12
105,WS06,man76,32,75.11,14.24,2021-11-14,2021-12-29
106,OC65,man90,16,76.69,27.58,2021-11-25,2022-01-06
107,HR20,man52,51,47.68,20.34,2021-10-27,2022-01-20
108,EC09,man81,14,50.95,15.56,2021-12-08,2021-12-29
109,BK40,man72,10,21.37,14.53,2021-11-07,2021-12-31
110,TF07,man91,22,89.14,16.54,2021-12-16,2022-01-19
111,YN28,man94,69,65.31,12.86,2021-11-18,2022-01-14
112,UH05,man42,1,92.6,21.39,2021-11-09,2022-01-09
113,PG19,man02,46,57.83,18.27,2021-10-22,2022-01-11
114,HV42,man25,60,44.83,25.04,2021-12-17,2022-01-07
115,IG22,man32,76,39.33,14.86,2021-12-13,2021-12-23
116,WQ43,man27,74,36.73,17.46,2021-11-16,2021-12-27
117,YU50,man84,22,59.75,17.79,2021-12-03,2022-01-18
118,TW20,man82,35,85.34,10.34,2021-11-21,2022-01-15
119,AP32,man32,37,36.99,29.46,2021-11-10,2021-12-26
120,JF71,man23,58,32.54,14.26,2021-11-01,2021-12-28
121,ZV12,man15,48,45.57,12.51,2021-12-05,2021-12-31
122,ON54,man35,97,74.22,12.98,2021-10-23,2022-01-20
123,QF35,man89,9,72.06,27.74,2021-10-24,2022-01-05
124,HF01,man88,26,53.29,19.82,2021-11-20,2022-01-16
125,DL70,man23,18,56.06,18.37,2021-10-25,2021-12-25
126,LA34,man39,34,81.97,18.98,2021-10-27,2021-12-31
127,DX91,man01,89,82.21,23.56,2021-11-10,2022-01-04
128,GG75,man73,49,76.66,26.56,2021-10-28,2022-01-08
129,CD87,man36,29,96.96,22.11,2021-11-21,2022-01-18
130,NQ73,man93,2,80.63,23.0,2021-11-30,2022-01-07
131,MP89,man90,82,27.82,16.76,2021-11-04,2021-12-22
132,GQ84,man26,63,65.01,19.32,2021-10-31,2022-01-04
133,VD87,man31,11,43.12,19.65,2021-11-28,2021-12-22
134,UZ36,man31,24,94.32,16.9,2021-10-29,2022-01-19
135,GU74,man42,48,97.15,21.89,2021-11-28,2021-12-29
136,YV07,man56,59,44.23,11.09,2021-12-15,2022-01-08
137,DQ24,man52,76,90.74,15.71,2021-11-29,2022-01-18
138,RB63,man69,50,94.1,14.7,2021-11-19,2022-01-15
139,FP66,man57,15,84.76,21.63,2021-10-23,2021-12-26
140,JA07,man32,37,21.8,20.38,2021-11-29,2022-01-16
141,DQ68,man91,29,21.83,29.81,2021-11-09,2021-12-23
142,QP00,man17,95,63.06,19.39,2021-11-27,2022-01-03
143,NE02,man01,97,77.05,21.93,2021-11-20,2022-01-10
144,IB17,man95,69,49.52,28.26,2021-11-03,2021-12-23
145,VY36,man58,27,44.41,29.84,2021-12-21,2021-12-28
146,MO23,man56,37,71.67,24.41,2021-12-05,2022-01-12
147,MN92,man98,100,95.17,16.9,2021-11-16,2022-01-18
148,YH34,man48,30,48.74,23.47,2021-10-31,2021-12-29
149,DN43,man57,26,43.67,18.97,2021-11-16,2022-01-04
150,ZO41,man27,83,75.12,29.45,2021-12-12,2022-01-07
151,RZ67,man43,81,70.62,15.25,2021-12-04,2021-12-25
152,ES55,man48,94,47.03,24.88,2021-10-26,2022-01-18
153,OI74,man88,25,60.69,27.32,2021-10-24,2021-12-22
154,DV59,man30,61,92.74,14.76,2021-12-07,2022-01-16
155,PO54,man52,37,42.41,14.11,2021-12-05,2022-01-17
156,QL10,man64,69,81.14,22.9,2021-12-11,2022-01-16
157,AP21,man08,91,54.07,10.04,2021-12-07,2022-01-04
158,TM92,man10,82,21.55,17.4,2021-11-04,2022-01-09
159,TH68,man99,1,34.78,22.64,2021-12-08,2022-01-15
160,FK35,man33,73,53.87,13.93,2021-11-07,2022-01-11
161,XA91,man11,86,94.84,18.57,2021-11-27,2022-01-14
162,WW17,man59,54,66.46,26.1,2021-12-20,2022-01-18
163,LR75,man69,21,83.68,24.45,2021-11-07,2022-01-16
164,ET82,man87,92,36.99,24.58,2021-12-10,2022-01-07
165,CH12,man62,48,27.6,23.92,2021-11-22,2022-01-12
166,YL18,man84,65,38.93,29.67,2021-12-06,2022-01-01
167,YF88,man21,29,22.36,27.77,2021-11-20,2021-12-31
168,NI37,man73,68,58.37,17.9,2021-11-08,2022-01-11
169,CH06,man91,74,51.1,14.27,2021-12-12,2022-01-06
170,BX18,man83,30,30.36,12.69,2021-11-23,2022-01-16
171,RX85,man19,96,51.83,29.95,2021-12-13,2022-01-19
172,CO96,man01,50,20.36,27.99,2021-11-01,2022-01-09
173,TB98,man48,76,24.13,16.06,2021-11-28,2022-01-02
174,FS16,man06,32,20.66,15.71,2021-12-05,2022-01-06
175,VK84,man75,49,32.04,18.7,2021-11-27,2021-12-21
176,KK11,man67,90,45.06,12.9,2021-11-30,2022-01-16
177,RG86,man78,13,97.19,10.26,2021-10-28,2022-01-17
178,LF76,man71,96,93.18,21.58,2021-11-13,2021-12-24
179,WU84,man10,15,30.65,11.88,2021-11-14,2022-01-11
180,IB68,man67,57,66.21,15.76,2021-12-20,2021-12-26
181,NO08,man21,25,47.19,11.55,2021-11-28,2021-12-29
182,DT19,man74,49,74.72,20.56,2021-11-15,2022-01-09
183,YF22,man83,56,27.25,13.51,2021-12-21,2022-01-11
184,SZ26,man59,19,51.89,21.23,2021-12-03,2022-01-09
185,EW14,man08,21,77.28,22.94,2021-10-24,2021-12-31
186,RO75,man14,8,35.5,15.78,2021-11-19,2021-12-30
187,AG62,man91,74,21.76,27.91,2021-10-24,2022-01-17
188,DB54,man45,50,60.9,23.44,2021-12-17,2022-01-03
189,CG48,man90,79,61.75,29.22,2021-11-01,2022-01-05
190,IB76,man64,54,99.29,27.34,2021-10-27,2021-12-28
191,DM87,man25,51,71.22,15.97,2021-10-27,2022-01-04
192,SZ07,man26,47,72.95,15.05,2021-11-09,2022-01-13
193,AK09,man22,19,96.65,17.47,2021-12-10,2021-12-29
194,SX51,man46,13,84.44,15.64,2021-11-04,2022-01-09
195,XX59,man12,17,96.72,23.39,2021-12-12,2021-12-26
196,VB79,man37,34,81.32,25.8,2021-12-10,2022-01-03
197,RY65,man15,7,59.39,26.87,2021-12-17,2022-01-15
198,AM49,man42,94,33.57,17.03,2021-11-18,2022-01-19
199,VR14,man91,59,52.05,27.34,2021-10-30,2022-01-10
200,DL49,man36,26,33.27,14.6,2021-11-18,2022-01-03
201,UX80,man70,16,57.32,19.51,2021-11-28,2022-01-11
202,NE24,man56,89,53.08,11.52,2021-12-18,2022-01-18
203,RU28,man13,62,73.19,24.75,2021-12-05,2022-01-18
204,TX31,man20,67,65.69,28.2,2021-12-14,2022-01-20
205,NF26,man90,13,33.77,24.9,2021-11-21,2021-12-29
206,GM76,man14,28,53.21,20.92,2021-12-09,2021-12-28
207,CY15,man63,86,47.38,24.42,2021-11-12,2022-01-19
208,BW73,man41,61,68.63,13.37,2021-11-11,2022-01-03
209,MI49,man98,95,83.84,15.81,2021-11-24,2021-12-25
210,TP19,man65,77,51.19,23.61,2021-12-15,2022-01-19
211,OO27,man98,36,69.92,24.39,2021-11-04,2021-12-26
212,RE68,man95,100,83.24,20.13,2021-12-13,2022-01-07
213,OF47,man34,18,61.37,20.9,2021-12-21,2021-12-31
214,GL61,man36,1,85.83,19.77,2021-12-12,2022-01-07
215,ZW25,man23,2,97.93,15.06,2021-10-25,2021-12-26
216,VV56,man82,86,25.82,25.65,2021-12-07,2021-12-30
217,QC23,man79,40,79.02,23.65,2021-11-16,2022-01-14
218,ZM51,man22,81,38.95,19.62,2021-12-20,2022-01-15
219,FR18,man62,84,46.48,16.96,2021-12-01,2022-01-19
220,XF89,man05,55,53.67,18.98,2021-11-20,2022-01-09
221,AQ34,man68,96,49.98,17.64,2021-11-07,2022-01-15
222,JG08,man22,94,95.82,21.36,2021-12-16,2021-12-23
223,HZ50,man67,31,99.49,25.02,2021-11-21,2021-12-26
224,KJ03,man33,51,23.6,15.67,2021-11-22,2022-01-12
225,NN85,man10,28,40.36,27.11,2021-11-16,2022-01-20
226,PD89,man43,4,93.04,20.59,2021-10-31,2022-01-06
227,FT92,man10,42,94.62,22.68,2021-11-29,2021-12-25
228,YL30,man33,1,30.38,11.63,2021-12-11,2022-01-19
229,KK56,man41,62,25.07,15.3,2021-12-13,2022-01-12
230,SN66,man01,58,61.9,21.35,2021-10-24,2021-12-22
231,HQ91,man22,44,89.2,25.62,2021-11-02,2022-01-12
232,MW80,man25,34,65.35,26.6,2021-11-04,2022-01-03
233,OS96,man78,96,38.98,21.04,2021-11-28,2022-01-20
234,QP81,man30,63,69.26,22.66,2021-12-01,2021-12-21
235,WI04,man87,67,63.17,17.37,2021-11-09,2022-01-18
236,BJ60,man96,12,58.66,26.53,2021-11-14,2022-01-16
237,WC66,man82,23,54.26,26.62,2021-11-11,2022-01-15
238,VY26,man15,83,32.78,21.41,2021-12-18,2021-12-31
239,LP62,man88,70,55.95,26.42,2021-11-02,2022-01-15
240,YT72,man12,82,35.1,10.51,2021-10-30,2021-12-29
241,BQ81,man09,24,25.16,29.51,2021-12-14,2021-12-22
242,NL17,man38,50,51.65,20.63,2021-12-17,2021-12-22
243,BW45,man12,99,77.02,23.72,2021-10-22,2021-12-24
244,ZU47,man68,15,38.14,23.27,2021-11-21,2021-12-30
245,XO56,man90,34,21.43,22.74,2021-12-11,2022-01-18
246,YM61,man14,23,93.39,15.19,2021-12-04,2022-01-11
247,GY62,man20,93,39.33,16.71,2021-10-26,2022-01-07
248,LT91,man52,26,52.7,19.79,2021-12-09,2022-01-19
249,ND32,man16,27,27.04,18.47,2021-11-04,2022-01-04
250,DT55,man80,97,45.31,23.88,2021-12-11,2022-01-01
251,NT24,man32,98,33.26,25.11,2021-11-21,2022-01-05
252,KY37,man95,47,41.02,29.51,2021-12-01,2021-12-31
253,XU73,man73,53,39.06,14.77,2021-12-04,2021-12-30
254,HD38,man21,25,90.39,12.44,2021-12-03,2022-01-13
255,BE61,man76,1,64.08,17.94,2021-12-13,2021-12-30
256,MY92,man48,24,83.67,27.93,2021-12-20,2022-01-01
257,YC71,man51,40,93.63,27.19,2021-10-31,2021-12-22
258,TN62,man79,79,93.58,18.1,2021-10-28,2021-12-24
259,HR46,man69,48,28.46,15.08,2021-10-26,2022-01-09
260,MM56,man67,6,65.54,20.52,2021-11-04,2022-01-15
261,BI85,man70,61,82.8,20.99,2021-12-10,2022-01-13
262,YA94,man42,13,26.21,13.54,2021-11-05,2022-01-15
263,OD64,man95,22,77.19,13.7,2021-11-16,2022-01-10
264,AO88,man91,92,25.68,25.15,2021-12-16,2022-01-19
265,CF53,man65,18,47.48,21.61,2021-11-22,2021-12-22
266,IY04,man89,53,84.09,18.81,2021-12-17,2022-01-11
267,PD36,man73,61,45.63,13.7,2021-11-30,2021-12-25
268,YT45,man48,86,35.98,22.41,2021-10-31,2022-01-17
269,VZ65,man24,52,39.33,16.55,2021-12-03,2022-01-03
270,PQ11,man11,90,69.56,25.05,2021-10-22,2022-01-09
271,NT83,man34,35,52.6,23.47,2021-12-01,2022-01-12
272,SQ40,man50,44,75.45,19.52,2021-10-24,2022-01-15
273,FE50,man28,61,27.31,16.48,2021-12-15,2021-12-22
274,KS41,man88,9,62.88,23.89,2021-10-23,2022-01-13
275,PU78,man91,82,40.06,21.25,2021-12-13,2021-12-21
276,OH62,man27,85,82.47,14.39,2021-11-06,2022-01-03
277,RW79,man38,92,49.83,29.19,2021-12-08,2022-01-19
278,IM04,man64,100,23.51,22.13,2021-11-12,2021-12-23
279,KH85,man83,7,82.0,21.01,2021-12-08,2021-12-30
280,RC57,man96,52,78.03,20.09,2021-11-23,2022-01-20
281,SP11,man65,33,34.5,21.07,2021-12-18,2021-12-21
282,ZZ79,man14,71,25.49,20.19,2021-10-28,2022-01-03
283,YP61,man08,80,68.5,25.12,2021-11-28,2022-01-19
284,XA04,man58,16,59.26,17.87,2021-12-08,2022-01-17
285,PN98,man50,57,69.08,14.25,2021-11-27,2022-01-08
286,FP92,man88,33,86.02,16.76,2021-11-28,2022-01-04
287,XK10,man80,72,83.11,18.65,2021-12-18,2022-01-13
288,GC70,man32,81,82.71,23.56,2021-12-18,2022-01-14
289,QK68,man73,64,36.51,28.19,2021-10-22,2021-12-21
290,TJ16,man72,93,48.39,19.08,2021-11-09,2022-01-17
291,OI05,man18,55,59.6,23.25,2021-12-20,2022-01-01
292,JQ48,man23,95,86.78,17.06,2021-11-01,2022-01-03
293,OF09,man54,51,27.95,12.14,2021-12-19,2022-01-12
294,FC22,man36,20,74.08,17.42,2021-11-08,2022-01-08
295,KP10,man69,3,37.08,11.89,2021-10-28,2022-01-07
296,HF98,man32,64,30.05,26.13,2021-12-01,2022-01-11
297,NG67,man14,55,27.33,12.84,2021-11-25,2022-01-06
298,GC54,man93,24,99.48,24.71,2021-11-12,2022-01-15
299,XJ43,man70,6,84.42,13.05,2021-11-23,2021-12-24
300,DC09,man00,95,53.11,10.48,2021-11-03,2022-01-18
301,FM32,man52,4,88.7,14.06,2021-12-05,2021-12-30
302,JD66,man79,32,74.66,12.41,2021-12-08,2021-12-25
303,XX46,man71,99,72.13,24.72,2021-11-08,2022-01-15
304,MS34,man36,74,69.48,27.76,2021-11-15,2022-01-08
305,PN49,man90,30,55.37,25.27,2021-10-28,2021-12-26
306,TB82,man70,70,73.02,18.9,2021-11-20,2021-12-30
307,GK23,man30,75,34.7,17.01,2021-12-08,2022-01-17
308,FL16,man02,89,29.34,29.16,2021-12-10,2022-01-20
309,GK49,man34,83,50.3,15.87,2021-11-27,2022-01-06
310,FH27,man41,22,32.98,15.56,2021-11-29,2022-01-12
311,RV60,man55,63,61.87,17.14,2021-11-04,2021-12-24
312,KY38,man32,10,99.52,20.02,2021-11-10,2022-01-15
313,GD37,man81,3,69.94,23.78,2021-11-08,2022-01-18
314,NS75,man64,87,80.01,27.11,2021-12-15,2022-01-14
315,WS79,man78,44,38.96,29.28,2021-10-27,2021-12-22
316,FK46,man39,64,54.33,10.53,2021-11-15,2022-01-15
317,NM81,man43,74,55.58,14.07,2021-11-11,2022-01-12
318,RF24,man14,56,68.77,13.28,2021-12-16,2022-01-10
319,KW00,man28,37,82.83,25.54,2021-11-12,2021-12-25
320,ZF80,man32,85,21.55,10.82,2021-10-30,2021-12-22
321,OL27,man62,11,79.76,27.85,2021-11-23,2022-01-06
322,IE08,man46,54,60.39,13.58,2021-10-28,2022-01-09
323,JN75,man35,15,90.35,28.33,2021-11-01,2021-12-31
324,OY82,man50,32,35.02,29.37,2021-11-21,2022-01-17
325,VD53,man07,59,87.2,28.71,2021-11-03,2022-01-14
326,YN05,man66,41,20.35,18.84,2021-11-22,2022-01-01
327,IB94,man15,48,96.17,27.62,2021-11-26,2022-01-17
328,XQ59,man34,92,58.03,19.75,2021-12-07,2022-01-14
329,AL94,man27,14,65.79,17.19,2021-11-25,2021-12-30
330,SY45,man97,86,49.24,18.99,2021-10-23,2022-01-06
331,UX55,man53,21,51.39,18.56,2021-11-10,2022-01-11
332,RT57,man65,98,41.28,24.33,2021-10-22,2022-01-12
333,XR60,man61,73,99.75,16.36,2021-11-19,2022-01-05
334,GK38,man80,43,58.69,27.8,2021-11-23,2022-01-14
335,AM74,man33,90,83.1,19.59,2021-11-10,2021-12-30
336,UV56,man50,46,70.44,24.28,2021-12-01,2022-01-16
337,KC41,man09,78,67.15,10.36,2021-11-21,2022-01-19
338,PZ26,man84,47,50.11,28.97,2021-12-19,2022-01-11
339,PE19,man20,29,37.15,10.36,2021-11-10,2022-01-13
340,MX89,man63,29,57.93,13.57,2021-11-27,2022-01-12
341,ND93,man51,88,45.77,15.81,2021-12-17,2022-01-05
342,IL62,man86,39,79.43,29.31,2021-12-10,2022-01-18
343,UI82,man23,76,32.33,16.03,2021-11-04,2022-01-01
344,MI53,man18,19,20.06,10.83,2021-11-04,2022-01-17
345,DJ87,man12,41,21.52,22.17,2021-11-21,2022-01-14
346,SX74,man28,22,44.5,21.17,2021-11-30,2022-01-18
347,MS19,man26,96,80.69,28.42,2021-10-24,2022-01-10
348,TA00,man95,58,55.06,25.15,2021-12-17,2021-12-28
349,ZT81,man80,97,81.9,15.8,2021-11-18,2022-01-04
350,NX27,man81,34,75.86,26.94,2021-12-08,2022-01-20
351,QZ71,man17,2,78.66,11.29,2021-11-05,2021-12-22
352,FR41,man61,87,57.86,28.29,2021-10-26,2021-12-24
353,UG25,man82,31,69.11,22.6,2021-11-26,2021-12-23
354,YF09,man51,78,75.01,25.44,2021-12-14,2022-01-10
355,GQ03,man35,56,97.72,19.61,2021-11-23,2021-12-29
356,ID50,man67,28,30.01,28.25,2021-11-21,2022-01-09
357,TL20,man50,9,58.09,20.91,2021-11-15,2021-12-21
358,YN27,man58,92,32.95,24.03,2021-11-18,2022-01-07
359,FH83,man83,36,43.59,14.5,2021-11-12,2022-01-03
360,QZ68,man44,23,51.78,28.12,2021-11-25,2022-01-12
361,RO09,man59,24,93.25,18.32,2021-11-21,2021-12-25
362,JU68,man42,48,35.49,27.45,2021-11-19,2022-01-05
363,VP19,man97,62,73.16,18.05,2021-11-15,2022-01-11
364,GK02,man44,98,86.75,12.67,2021-10-24,2022-01-03
365,IT75,man46,29,88.68,11.63,2021-10-23,2022-01-10
366,EB00,man63,7,81.78,19.89,2021-11-20,2022-01-18
367,BK48,man50,95,32.99,24.38,2021-10-31,2022-01-15
368,FI02,man52,53,38.5,28.71,2021-10-29,2021-12-26
369,DK90,man15,21,51.21,26.97,2021-12-01,2022-01-07
370,JW73,man42,93,50.3,13.85,2021-12-17,2021-12-28
371,DL43,man97,12,84.0,22.29,2021-10-22,2022-01-14
372,WG20,man23,99,72.88,24.51,2021-11-03,2022-01-15
373,XS95,man32,59,48.54,21.19,2021-11-13,2022-01-06
374,UU43,man34,53,76.61,13.07,2021-12-19,2022-01-03
375,FY44,man84,45,75.16,14.37,2021-12-19,2021-12-22
376,GT48,man34,28,74.77,28.5,2021-11-18,2022-01-01
377,BF19,man84,19,29.0,27.41,2021-11-26,2022-01-05
378,XI19,man54,28,92.15,18.92,2021-12-16,2022-01-12
379,XQ68,man92,87,74.56,27.03,2021-11-29,2021-12-26
380,KK00,man11,63,21.18,10.94,2021-10-30,2021-12-21
381,JM97,man61,61,38.65,13.86,2021-11-03,2022-01-15
382,OE26,man29,60,81.66,24.98,2021-10-23,2022-01-18
383,ON93,man62,54,35.48,26.29,2021-11-12,2022-01-11
384,JM85,man20,16,52.92,17.87,2021-11-18,2021-12-29
385,FK01,man56,21,52.73,10.87,2021-10-27,2022-01-18
386,TK11,man14,7,29.93,27.85,2021-10-24,2021-12-23
387,VU62,man93,4,40.71,22.93,2021-11-20,2021-12-29
388,WK78,man54,20,46.35,15.49,2021-12-08,2021-12-23
389,TX90,man82,13,75.6,28.79,2021-11-02,2022-01-10
390,RL51,man72,19,72.07,25.29,2021-12-05,2022-01-14
391,HG92,man63,44,41.86,15.51,2021-11-08,2022-01-07
392,OB83,man33,3,97.58,14.56,2021-10-29,2021-12-23
393,EL72,man35,80,32.03,11.88,2021-12-04,2021-12-26
394,MG96,man32,11,77.49,25.59,2021-11-30,2021-12-25
395,HJ86,man24,24,97.76,27.98,2021-11-28,2021-12-21
396,FI24,man00,69,78.0,12.24,2021-12-01,2021-12-26
397,YJ50,man14,98,88.18,25.46,2021-10-28,2022-01-03
398,ZC40,man17,93,28.77,11.62,2021-12-11,2021-12-31
399,SG63,man23,45,38.56,22.2,2021-11-14,2021-12-29
400,LQ15,man18,3,38.58,25.49,2021-11-05,2022-01-04
401,NW82,man93,80,58.25,22.99,2021-11-01,2021-12-21
402,EY90,man41,32,25.11,25.68,2021-10-29,2022-01-12
403,KT41,man11,56,57.42,22.27,2021-12-02,2022-01-05
404,TE43,man83,47,39.89,28.53,2021-11-29,2021-12-23
405,LP87,man37,100,46.55,18.17,2021-11-13,2021-12-28
406,HO66,man00,23,65.43,11.41,2021-12-07,2022-01-05
407,LA73,man83,20,58.57,18.22,2021-11-22,2021-12-23
408,OJ88,man50,5,30.14,20.11,2021-11-28,2022-01-16
409,NO91,man71,3,52.78,16.23,2021-12-21,2021-12-22
410,DG55,man01,50,85.76,21.98,2021-11-11,2021-12-25
411,MI29,man71,62,80.35,10.04,2021-11-18,2022-01-17
412,PO30,man45,42,25.67,15.45,2021-11-19,2021-12-27
413,DH85,man71,22,42.07,13.9,2021-11-20,2021-12-28
414,KB09,man91,83,53.95,27.69,2021-11-25,2022-01-07
415,AP51,man53,19,40.48,13.21,2021-11-11,2021-12-21
416,GH64,man36,35,73.28,11.98,2021-11-15,2022-01-08
417,IG82,man36,33,48.13,28.58,2021-12-18,2022-01-18
418,BA24,man63,28,27.88,22.74,2021-10-29,2021-12-23
419,KE25,man98,5,83.16,24.1,2021-11-30,2022-01-04
